assembly	excluded	selectionGroup	source	taxid	name	group	subgroup	gcode	superkingdom	phylum	class	order	family	genus	species	taxostring	size	scaffolds	genes	refseq_category	assembly_level	biosample	bioproject	wgs	wgs_master	is_public	jgiid	ftp_path	shortName	prefix	genomeFile	proteomeFile	completeness	expected_result
GCA_000447865.2	0_included	Euryarchaeota	genbank	1071085	haloarchaeon 3A1_DGR	Euryarchaeota	Halobacteria	11	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA	haloarchaeon 3A1_DGR	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;NA;NA;haloarchaeon 3A1_DGR	28809000	3	2816	representative genome	Scaffold	SAMN02469738	PRJNA183189	ATCR02	ATCR00000000.2	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/447/865/GCA_000447865.2_ASM44786v2	haloarchaeon_3A1_DGR	Hal3A1	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/haloarchaeon_3A1_DGR/GCA_000447865.2_ASM44786v2_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/haloarchaeon_3A1_DGR/haloarchaeon_3A1_DGR.faa	0.982142857142857	included
GCA_000204415.1	0_included	Euryarchaeota	genbank	990316	Methanosaeta concilii GP6	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta concilii	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanosaeta;Methanosaeta concilii	30266400	2	3030	representative genome	Complete Genome	SAMN02604263	PRJNA63185	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1	Methanosaeta_concilii_GP6	MetCon	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosaeta_concilii_GP6/GCA_000204415.1_ASM20441v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosaeta_concilii_GP6/GCA_000204415.1_ASM20441v1_protein.faa	0.982142857142857	included
GCA_001603195.1	0_included	Euryarchaeota	genbank	1674799	Methanosarcinales archaeon Methan_02	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archaeon Methan_02	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;NA;NA;Methanosarcinales archaeon Methan_02	24758900	419	-	na	Scaffold	SAMN03837484	PRJNA284316	LUYF01	LUYF00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/603/195/GCA_001603195.1_ASM160319v1	Methanosarcinales_archaeon_Methan_02	MetArn	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosarcinales_archaeon_Methan_02/GCA_001603195.1_ASM160319v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanosarcinales_archaeon_Methan_02/Methanosarcinales_archaeon_Methan_02.faa	0.982142857142857	included
GCA_000711905.1	0_included	Euryarchaeota	genbank	1122233	Methermicoccus shengliensis DSM 18856	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus	Methermicoccus shengliensis	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methermicoccaceae;Methermicoccus;Methermicoccus shengliensis	15135800	15	1649	representative genome	Scaffold	SAMN02746094	PRJNA235052	JONQ01	JONQ00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/711/905/GCA_000711905.1_ASM71190v1	Methermicoccus_shengliensis_DSM_18856	MetShe	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methermicoccus_shengliensis_DSM_18856/GCA_000711905.1_ASM71190v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methermicoccus_shengliensis_DSM_18856/Methermicoccus_shengliensis_DSM_18856.faa	0.982142857142857	included
GCA_000015765.1	0_included	Euryarchaeota	genbank	410358	Methanocorpusculum labreanum Z	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum labreanum	Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Methanocorpusculaceae;Methanocorpusculum;Methanocorpusculum labreanum	18049600	1	1876	representative genome	Complete Genome	SAMN00623052	PRJNA18109	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1	Methanocorpusculum_labreanum_Z	MetLab	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanocorpusculum_labreanum_Z/GCA_000015765.1_ASM1576v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanocorpusculum_labreanum_Z/GCA_000015765.1_ASM1576v1_protein.faa	0.982142857142857	included
GCA_001512965.1	0_included	Euryarchaeota	genbank	1675034	Methanomicrobia archaeon DTU008	Euryarchaeota	Methanomicrobia	11	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Methanomicrobia archaeon DTU008	Archaea;Euryarchaeota;Methanomicrobia;NA;NA;NA;Methanomicrobia archaeon DTU008	17623100	59	-	na	Scaffold	SAMN03787326	PRJNA283298	LFRW01	LFRW00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/512/965/GCA_001512965.1_ASM151296v1	Methanomicrobia_archaeon_DTU008	rbcon0	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanomicrobia_archaeon_DTU008/GCA_001512965.1_ASM151296v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanomicrobia_archaeon_DTU008/Methanomicrobia_archaeon_DTU008.faa	0.982142857142857	included
GCA_001560915.1	0_included	Euryarchaeota	genbank	1495144	methanogenic archaeon ISO4-H5	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	methanogenic archaeon ISO4-H5	Archaea;Euryarchaeota;Thermoplasmata;NA;NA;NA;methanogenic archaeon ISO4-H5	19378800	1	1866	na	Complete Genome	SAMN03976563	PRJNA292473	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/560/915/GCA_001560915.1_ASM156091v1	methanogenic_archaeon_ISO4_H5	ecrISo	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/methanogenic_archaeon_ISO4_H5/GCA_001560915.1_ASM156091v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/methanogenic_archaeon_ISO4_H5/GCA_001560915.1_ASM156091v1_protein.faa	0.982142857142857	included
GCA_000496135.1	0_included	Euryarchaeota	genbank	667137	Thermoplasmatales archaeon E-plasma	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon E-plasma	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;NA;NA;Thermoplasmatales archaeon E-plasma	16605000	8	1674	na	Scaffold	SAMN02981547	PRJNA209805	ATME01	ATME00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/135/GCA_000496135.1_amd_e-plasma	Thermoplasmatales_archaeon_E_plasma	TheAr0	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasmatales_archaeon_E_plasma/GCA_000496135.1_amd_e-plasma_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasmatales_archaeon_E_plasma/GCA_000496135.1_amd_e-plasma_protein.faa	0.982142857142857	included
GCA_000011185.1	0_included	Euryarchaeota	genbank	273116	Thermoplasma volcanium GSS1	Euryarchaeota	Thermoplasmata	11	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Thermoplasma;Thermoplasma volcanium	15848000	1	1629	representative genome	Complete Genome	SAMD00061089	PRJNA206	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/185/GCA_000011185.1_ASM1118v1	Thermoplasma_volcanium_GSS1	TheVol	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasma_volcanium_GSS1/GCA_000011185.1_ASM1118v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Thermoplasma_volcanium_GSS1/GCA_000011185.1_ASM1118v1_protein.faa	0.982142857142857	included
GCA_000955905.3	0_included	Thaumarchaeota	genbank	1603555	Candidatus Nitrosotenuis cloacae SAT1	TACK group	Thaumarchaeota	11	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus Nitrosotenuis	Candidatus Nitrosotenuis cloacae	Archaea;Thaumarchaeota;NA;NA;NA;Candidatus Nitrosotenuis;Candidatus Nitrosotenuis cloacae	16201600	1	1860	na	Complete Genome	SAMN03286947	PRJNA272771	-	-	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/905/GCA_000955905.3_ASM95590v3	Ca_Nitrosotenuis_cloacae_SAT1	NitClo	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Nitrosotenuis_cloacae_SAT1/GCA_000955905.3_ASM95590v3_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Nitrosotenuis_cloacae_SAT1/GCA_000955905.3_ASM95590v3_protein.faa	0.982142857142857	included
GCA_000270325.1	0_included	Thaumarchaeota	genbank	311458	Candidatus Caldiarchaeum subterraneum	TACK group	Thaumarchaeota	11	Archaea	Thaumarchaeota	NA	NA	NA	Candidatus Caldiarchaeum	Candidatus Caldiarchaeum subterraneum	Archaea;Thaumarchaeota;NA;NA;NA;Candidatus Caldiarchaeum;Candidatus Caldiarchaeum subterraneum	16809400	1	1790	na	Complete Genome	SAMD00016619	PRJDA49157	-	-	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/325/GCA_000270325.1_ASM27032v1	Ca_Caldiarchaeum_subterraneum	CalSub	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Caldiarchaeum_subterraneum/GCA_000270325.1_ASM27032v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Ca_Caldiarchaeum_subterraneum/GCA_000270325.1_ASM27032v1_protein.faa	0.982142857142857	included
GCA_000025665.1	0_included	Euryarchaeota	genbank	439481	Aciduliprofundum boonei T469	Euryarchaeota	unclassified Euryarchaeota	11	Archaea	Euryarchaeota	NA	NA	NA	Aciduliprofundum	Aciduliprofundum boonei	Archaea;Euryarchaeota;NA;NA;NA;Aciduliprofundum;Aciduliprofundum boonei	14867800	1	1577	representative genome	Complete Genome	SAMN02598523	PRJNA38403	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/665/GCA_000025665.1_ASM2566v1	Aciduliprofundum_boonei_T469	AciBoo	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Aciduliprofundum_boonei_T469/GCA_000025665.1_ASM2566v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Aciduliprofundum_boonei_T469/GCA_000025665.1_ASM2566v1_protein.faa	1	included
GCA_000725425.1	0_included	Thermococci	genbank	1343739	Palaeococcus pacificus DY20341	Euryarchaeota	Thermococci	11	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus pacificus	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Palaeococcus;Palaeococcus pacificus	18593700	1	2016	representative genome	Complete Genome	SAMN03081469	PRJNA207495	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/425/GCA_000725425.1_ASM72542v1	Palaeococcus_pacificus_DY20341	PalPac	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Palaeococcus_pacificus_DY20341/GCA_000725425.1_ASM72542v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Palaeococcus_pacificus_DY20341/GCA_000725425.1_ASM72542v1_protein.faa	1	included
GCA_000007305.1	0_included	Thermococci	genbank	186497	Pyrococcus furiosus DSM 3638	Euryarchaeota	Thermococci	11	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus furiosus	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;Pyrococcus furiosus	19082600	1	2121	representative genome	Complete Genome	SAMN02604284	PRJNA287	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/305/GCA_000007305.1_ASM730v1	Pyrococcus_furiosus_DSM_3638	PyrFur	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Pyrococcus_furiosus_DSM_3638/GCA_000007305.1_ASM730v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Pyrococcus_furiosus_DSM_3638/GCA_000007305.1_ASM730v1_protein.faa	1	included
GCA_000024625.1	0_included	Methanococci	genbank	579137	Methanocaldococcus vulcanius M7	Euryarchaeota	Methanococci	11	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus vulcanius	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;Methanocaldococcus vulcanius	17617400	3	1760	representative genome	Complete Genome	SAMN02598493	PRJNA33047	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/625/GCA_000024625.1_ASM2462v1	Methanocaldococcus_vulcanius_M7	MetVul	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanocaldococcus_vulcanius_M7/GCA_000024625.1_ASM2462v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanocaldococcus_vulcanius_M7/GCA_000024625.1_ASM2462v1_protein.faa	1	included
GCA_000006175.2	0_included	Methanococci	genbank	456320	Methanococcus voltae A3	Euryarchaeota	Methanococci	11	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus voltae	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanococcus;Methanococcus voltae	19363900	1	1741	representative genome	Complete Genome	SAMN00000040	PRJNA20131	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/175/GCA_000006175.2_ASM617v2	Methanococcus_voltae_A3	MetVol	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanococcus_voltae_A3/GCA_000006175.2_ASM617v2_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanococcus_voltae_A3/GCA_000006175.2_ASM617v2_protein.faa	1	included
GCA_000179575.2	0_included	Methanococci	genbank	647113	Methanothermococcus okinawensis IH1	Euryarchaeota	Methanococci	11	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus okinawensis	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;Methanothermococcus;Methanothermococcus okinawensis	16774500	2	1681	representative genome	Complete Genome	SAMN00100784	PRJNA43653	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2	Methanothermococcus_okinawensis_IH1	MetOki	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanothermococcus_okinawensis_IH1/GCA_000179575.2_ASM17957v2_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanothermococcus_okinawensis_IH1/GCA_000179575.2_ASM17957v2_protein.faa	1	included
GCA_000214415.1	0_included	Methanococci	genbank	880724	Methanotorris igneus Kol 5	Euryarchaeota	Methanococci	11	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris igneus	Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae;Methanotorris;Methanotorris igneus	18542000	1	1845	representative genome	Complete Genome	SAMN00713627	PRJNA51821	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/415/GCA_000214415.1_ASM21441v1	Methanotorris_igneus_Kol_5	MetIgn	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanotorris_igneus_Kol_5/GCA_000214415.1_ASM21441v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanotorris_igneus_Kol_5/GCA_000214415.1_ASM21441v1_protein.faa	1	included
GCA_000214725.1	0_included	Methanobacteria	genbank	868131	Methanobacterium paludis SWAN1	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium paludis	25465400	1	2445	representative genome	Complete Genome	SAMN00713630	PRJNA53561	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/725/GCA_000214725.1_ASM21472v1	Methanobacterium_paludis_SWAN1	MetPau	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobacterium_paludis_SWAN1/GCA_000214725.1_ASM21472v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobacterium_paludis_SWAN1/GCA_000214725.1_ASM21472v1_protein.faa	1	included
GCA_000191585.1	0_included	Methanobacteria	genbank	877455	Methanobacterium lacus AL-21	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium lacus	25837500	1	2533	representative genome	Complete Genome	SAMN02232037	PRJNA53495	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/585/GCA_000191585.1_ASM19158v1	Methanobacterium_lacus_AL_21	MetLac	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobacterium_lacus_AL_21/GCA_000191585.1_ASM19158v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobacterium_lacus_AL_21/GCA_000191585.1_ASM19158v1_protein.faa	1	included
GCA_000762265.1	0_included	Methanobacteria	genbank	2162	Methanobacterium formicicum BRM9	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium formicicum	24499900	1	2420	representative genome	Complete Genome	SAMN03085433	PRJNA49593	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/762/265/GCA_000762265.1_ASM76226v1	Methanobacterium_formicicum_BRM9	MetFor	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobacterium_formicicum_BRM9/GCA_000762265.1_ASM76226v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobacterium_formicicum_BRM9/GCA_000762265.1_ASM76226v1_protein.faa	1	included
GCA_000621965.1	0_included	Methanobacteria	genbank	1410664	Methanobrevibacter wolinii SH	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter wolinii	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter wolinii	20418100	26	1735	representative genome	Scaffold	SAMN02744021	PRJNA223477	JHWX01	JHWX00000000.1	-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/621/965/GCA_000621965.1_ASM62196v1	Methanobrevibacter_wolinii_SH	MetWol	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobrevibacter_wolinii_SH/GCA_000621965.1_ASM62196v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobrevibacter_wolinii_SH/Methanobrevibacter_wolinii_SH.faa	1	included
GCA_000016525.1	0_included	Methanobacteria	genbank	420247	Methanobrevibacter smithii ATCC 35061	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	18531600	1	1793	representative genome	Complete Genome	SAMN02604313	PRJNA18653	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/525/GCA_000016525.1_ASM1652v1	Methanobrevibacter_smithii_ATCC_35061	MetSmi	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobrevibacter_smithii_ATCC_35061/GCA_000016525.1_ASM1652v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobrevibacter_smithii_ATCC_35061/GCA_000016525.1_ASM1652v1_protein.faa	1	included
GCA_000024185.1	0_included	Methanobacteria	genbank	634498	Methanobrevibacter ruminantium M1	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter ruminantium	29372000	1	2280	representative genome	Complete Genome	SAMN02603710	PRJNA34681	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/185/GCA_000024185.1_ASM2418v1	Methanobrevibacter_ruminantium_M1	MetRum	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobrevibacter_ruminantium_M1/GCA_000024185.1_ASM2418v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanobrevibacter_ruminantium_M1/GCA_000024185.1_ASM2418v1_protein.faa	1	included
GCA_000008645.1	0_included	Methanobacteria	genbank	187420	Methanothermobacter thermautotrophicus str. Delta H	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanothermobacter;Methanothermobacter thermautotrophicus	17513800	1	1870	representative genome	Complete Genome	SAMN02603244	PRJNA289	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1	Methanothermobacter_thermautotrophicus	MetThe	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanothermobacter_thermautotrophicus/GCA_000008645.1_ASM864v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanothermobacter_thermautotrophicus/GCA_000008645.1_ASM864v1_protein.faa	1	included
GCA_000166095.1	0_included	Methanobacteria	genbank	523846	Methanothermus fervidus DSM 2088	Euryarchaeota	Methanobacteria	11	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanothermaceae	Methanothermus	Methanothermus fervidus	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermaceae;Methanothermus;Methanothermus fervidus	12433400	1	1358	representative genome	Complete Genome	SAMN02232040	PRJNA33689	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/095/GCA_000166095.1_ASM16609v1	Methanothermus_fervidus_DSM_2088	MetFer	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanothermus_fervidus_DSM_2088/GCA_000166095.1_ASM16609v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Methanothermus_fervidus_DSM_2088/GCA_000166095.1_ASM16609v1_protein.faa	1	included
GCA_000317795.1	0_included	Crenarchaeota	genbank	1056495	Caldisphaera lagunensis DSM 15908	TACK group	Crenarchaeota	11	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera	Caldisphaera lagunensis	Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera;Caldisphaera lagunensis	15468500	1	1558	representative genome	Complete Genome	SAMN02261426	PRJNA70815	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/795/GCA_000317795.1_ASM31779v1	Caldisphaera_lagunensis_DSM_15908	CalLag	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Caldisphaera_lagunensis_DSM_15908/GCA_000317795.1_ASM31779v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Caldisphaera_lagunensis_DSM_15908/GCA_000317795.1_ASM31779v1_protein.faa	1	included
GCA_000258425.1	0_included	Crenarchaeota	genbank	1163730	Fervidicoccus fontis Kam940	TACK group	Crenarchaeota	11	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis	Archaea;Crenarchaeota;Thermoprotei;Fervidicoccales;Fervidicoccaceae;Fervidicoccus;Fervidicoccus fontis	13192100	1	1439	na	Complete Genome	SAMN02603095	PRJNA91117	-		-	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/258/425/GCA_000258425.1_ASM25842v1	Fervidicoccus_fontis_Kam940	FerFon	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Fervidicoccus_fontis_Kam940/GCA_000258425.1_ASM25842v1_genomic.fna	/local/one/people/MaxEmil/MarineGroupIV/1_taxon_sampling_Eury/genomicData/Fervidicoccus_fontis_Kam940/GCA_000258425.1_ASM25842v1_protein.faa	1	included
